user_id,name,review_count,yelping_since,average_stars,fans,useful,funny,cool
55cc5be45c974c3b90ba24,Wendy Brown,36,2011-11-21,4.46,112,482,149,289
bbbab3690aee4901b36a32,Victor Smith,19,2011-02-25,3.58,160,497,128,164
9d38e9fd60a64dc187408a,Wendy Harris,10,2015-05-25,3.61,80,235,153,273
21a0d57e84784ed8a7e9b4,Wendy White,30,2013-10-27,5.0,88,335,125,264
494b490859bf45bc889f59,Leo Moore,3,2012-06-07,3.4,147,41,101,0
f2356ea1725246858b9110,Rachel Anderson,115,2011-06-08,3.42,127,472,154,265
c5b7996a1f784c6dbfb7b8,Karen Anderson,37,2020-07-12,3.81,105,8,163,191
729b13b7a9bc41b5bf5bdb,Quinn Davis,63,2017-05-14,4.19,86,171,75,172
e502a38c57444f3f8f1f7d,Tina Wilson,3,2018-04-15,3.59,195,362,188,53
14a51167c5cc4f0e8c0cf2,Irene Taylor,3,2011-06-02,2.8,13,484,197,275
b1fa8611de2240a5b0a270,David White,42,2014-02-03,3.29,11,85,144,88
3a57ed40f7d24781ac1ce3,Wendy Clark,3,2017-06-12,4.8,95,330,185,125
77d777f735c14f71953ff8,Irene Thomas,23,2016-04-30,3.95,6,93,21,89
58ecb00e99af48288f9159,Paul Martin,7,2018-05-02,4.22,68,25,108,290
45045c7d5ff94fa8b311a6,Sam Garcia,11,2018-01-11,3.72,113,211,130,144
c25ac6c5cd37419c98ac27,Zach Williams,37,2014-12-16,3.44,81,288,185,34
6040c3018c8a49108053f5,Karen Harris,8,2019-05-22,5.0,40,132,24,3
2fd11c0b9b044b2b86eb8d,Quinn Anderson,11,2013-02-11,3.77,56,486,161,294
302cc353ee8d47e5ba0dae,Frank Jackson,28,2010-12-18,3.59,120,308,15,70
08d7b3e9fc83420ba092d0,Wendy Smith,5,2020-12-14,4.67,190,219,71,231
b0628b1e56f84c6093ff6d,Rachel Robinson,36,2010-04-09,3.39,156,242,138,8
f574d0dcb44d4c1695fa78,Rachel Clark,56,2013-05-27,3.48,109,232,58,269
da84ca2148f64e97a88592,Karen Smith,71,2011-05-17,3.91,27,55,166,195
c5b54b24e1bc4c728e945a,Uma Davis,22,2012-10-12,3.9,48,303,186,67
848babd54da645f6b10240,Alice Brown,7,2014-09-27,4.08,88,392,31,266
4436695b5acf4d55aa7aee,Claire Thompson,5,2011-07-22,5.0,49,210,51,89
6614cca1861a468b8f27bc,Irene Jackson,5,2015-08-07,4.14,137,212,14,299
76e470629fcf4f1fb36a9e,Karen Brown,3,2021-02-13,2.24,73,455,142,179
07ca3006394d4eceab9501,Derek Garcia,40,2011-08-21,4.13,166,305,177,134
5ad13097a8664dd0a4da6e,Karen Moore,20,2021-02-10,3.93,53,148,120,17
d60f7da2df3148a3b7ce9a,Yvonne Anderson,65,2014-12-06,3.93,99,1,26,78
7b92476c019b4bf38c43c4,Leo Moore,3,2017-02-07,4.07,142,411,34,17
49b92601cab94bc485b00c,Noah Thomas,91,2015-04-19,3.88,41,313,7,255
91f423abecc746feafd8e0,Bob Anderson,17,2013-10-18,3.86,152,313,97,30
12cd00f37cf6428593edb3,Noah Miller,3,2011-04-23,4.33,117,141,144,33
5299ca1760d542158b93f2,Karen Taylor,3,2017-02-11,3.52,129,93,30,37
087bb85e03b74dfdbc8690,Karen Robinson,6,2020-12-28,3.24,90,247,169,292
6d2fe36854fe488b902dee,Paul Thomas,56,2016-03-31,5.0,187,378,50,291
7709e4604a114f1cb35f67,Henry Robinson,6,2017-03-09,3.4,154,148,102,214
76ebbd01866044299df578,Alice Jackson,36,2017-09-20,3.97,38,263,133,22
1af42fbfe337474d968fc5,Frank Thompson,3,2014-08-29,2.85,111,498,107,151
120a66784bc249babeb0bf,Leo Miller,17,2011-06-13,3.98,180,109,95,284
a4932a840950408bab23bd,Bob Thompson,29,2016-01-30,3.25,55,115,67,28
ec469264efd043b1bf2e71,Leo Miller,52,2020-06-02,3.59,107,117,86,238
b7470d4e824f41aa8a8343,Zach Smith,32,2013-10-08,4.63,150,456,47,5
504381bb65fa46ef9cf05f,Olivia Brown,3,2020-06-14,4.23,54,264,58,241
7d6f6b10e68c494192c8b4,David Smith,45,2020-03-30,4.3,103,458,151,163
ac04b60fb30248fdadea67,Frank Robinson,3,2012-12-08,2.66,110,473,176,266
57d01be594ca4b59aa9cda,Noah Clark,5,2016-11-23,5.0,35,210,169,124
d5ddd12c08c94bf981fa51,Irene Thompson,72,2018-12-19,3.07,35,27,66,235
23f57bd2cce243d29682c6,Carol Williams,37,2015-12-08,4.97,112,152,64,252
37f8cb8fd62b49458efe89,Alice Martinez,35,2018-05-22,4.62,35,271,11,97
41668888a15a46d4bccc53,Uma Martin,20,2020-12-03,4.3,189,190,54,192
1d15f3c78889484ca16d4f,Brian Wilson,36,2017-07-10,3.3,104,1,117,138
60dc6959193340e0a72c21,Victor Thomas,6,2020-01-19,4.01,141,494,53,129
15fb704b852d4e25a8ba6e,Quinn Harris,23,2019-08-10,3.57,79,151,146,239
4f3ec6bd69574b2a97c004,Olivia Smith,13,2019-10-01,3.92,59,309,10,67
4e44317b9fbd4eafacc2b4,Carol Thomas,11,2020-03-22,3.73,97,473,82,35
2ec7816b237b48429e1a0a,Rachel Martin,32,2012-09-15,2.47,142,272,56,144
fec31113f5e54381a54c50,Rachel Brown,8,2010-03-22,4.69,79,347,98,246
28f7b69a7dfa4793916ef8,Leo Taylor,28,2011-11-02,3.84,56,17,5,48
cced06abe9614d89aa498e,Derek Thomas,15,2012-12-29,3.56,28,348,83,102
3e3acb8984554cf89c5f96,Tina Martin,148,2018-04-11,3.51,108,423,157,200
8801919e0e0c451aba97ed,Karen Clark,8,2016-02-12,4.15,135,459,171,143
7c0db12fa7c14387a54dec,Uma Garcia,3,2015-08-15,3.27,105,41,51,181
d7b572d2f63e4aa29142dc,Wendy White,66,2010-02-09,2.32,50,114,85,158
42fae6e6f1214100a548b9,Alice Jackson,102,2018-03-14,4.18,49,23,138,243
342f3709a9dd4b8fb94ddf,David White,33,2014-05-15,4.26,75,458,92,262
48b21b0e82224228a416dd,Victor Thomas,3,2019-02-14,3.76,69,137,108,134
21a0120e7d1843769e379a,Jack Jones,3,2011-05-09,3.1,40,265,68,129
e31983bf09314361bb8e87,Uma Harris,3,2013-07-17,3.96,188,237,167,83
175a32c1901348d9b72a4e,Olivia Martin,63,2010-08-28,2.87,65,344,126,133
6c96bfea4fc64a97844ba0,Xander Thomas,105,2013-05-31,3.18,50,447,192,250
81a2102af8eb4842a3040a,Bob Martinez,4,2021-01-27,3.37,121,161,155,150
2aea4fb9e3d14374a1bb63,Olivia Harris,5,2015-11-20,4.49,160,395,73,207
6a07165a050d43759d0923,Brian Moore,6,2015-04-10,3.65,92,145,65,125
9779d3b556fb4354980f6b,Sam Smith,58,2013-04-13,3.59,133,98,17,212
1b454f01233645eb9d6b11,Amy Jones,29,2013-03-06,5.0,19,53,124,213
a8b4adbfd98348e889534e,Quinn Moore,27,2018-01-01,4.15,106,186,149,158
30676c5c4c414f7ea50d74,Bob Anderson,3,2021-10-25,4.14,13,280,70,280
ca78924e167740c487c6d6,Claire Brown,18,2018-12-15,3.64,27,390,4,262
9d9e14070e56476d83011d,Irene Brown,20,2018-11-03,3.48,118,424,165,47
1098d3588e044193be531e,David Davis,8,2015-08-30,2.37,40,263,44,68
e4f929c7f8d94d4fbb4609,Rachel Thompson,3,2011-03-09,4.58,7,204,116,286
3cc1c90da9554330a6590b,Uma Thompson,31,2018-09-06,4.21,35,87,10,120
5d88f78e2df14a54be2d60,Victor Moore,30,2019-09-13,3.77,154,457,12,93
e22bee3f55244c27814cb9,Brian Brown,10,2016-02-14,3.8,117,198,179,238
afc7e33ea14b4d5db99cb6,Uma Williams,53,2011-02-05,4.42,76,382,134,180
862f7cac29b1445cbf5d23,Wendy Jones,49,2018-07-20,2.81,194,312,1,39
9e735109b5f2488492e5f2,Grace Moore,39,2021-01-17,3.49,77,465,20,27
ede29ce49c3547c5b177ed,Uma Smith,19,2012-09-12,3.1,175,486,98,242
1e670811f4e74ea6ab857d,Henry Wilson,145,2011-11-30,5.0,68,353,136,229
ce8b8545836a43e58796eb,Victor Clark,8,2018-11-11,4.51,5,330,84,105
258ed29e16d34b7aac0106,Sam Thomas,19,2013-12-24,2.36,22,68,174,258
6ddbda1c1571431da633da,Karen Garcia,58,2018-07-30,2.84,54,8,130,37
6fe5c85a136a4393a96f66,David Williams,42,2018-06-07,3.81,37,273,122,260
cc117bc815be46d7a44841,Grace Miller,20,2013-03-13,3.57,31,352,57,23
bd287921a4344820b708d3,Noah Robinson,27,2010-07-05,2.97,76,373,136,190
9fe28d0807c14d438f0b1c,Tina Moore,50,2016-09-01,5.0,195,125,174,252
be74060686fe441c9f636c,Grace White,18,2014-11-22,4.12,40,251,9,185
f50c21a362084644b39855,Henry Clark,3,2020-04-04,4.23,47,431,146,233
63d43812750b4a14be947d,Olivia Jackson,7,2014-04-17,3.42,199,47,175,103
208cd504920149c884ff64,Brian Wilson,23,2012-12-28,4.41,40,191,86,86
c0a96957451e490ba3348d,Olivia Thomas,3,2020-04-25,3.63,166,472,153,79
28e9b802bcf34139b364fd,Irene Jones,32,2018-10-29,3.7,124,99,71,34
6fb677183d0c4adb8b781e,Irene Williams,3,2017-06-01,4.33,185,158,38,83
13ae607f8b244a659f56f1,Uma Smith,12,2021-06-10,2.76,111,233,163,74
0cacc62ab27640b7b8c106,Jack Martinez,31,2019-05-23,5.0,118,344,62,227
5a7bb7fdb95a445dbc9e49,Rachel Harris,5,2020-05-22,4.03,45,127,151,63
daab20b59d0f4a95895b61,Uma Miller,21,2019-08-01,4.8,114,396,63,49
b20f0eecd23b434ea01d62,Sam Davis,167,2014-10-25,3.15,134,117,79,219
3a986ed9e4e9466a8168cf,Tina Harris,3,2010-10-01,3.25,197,184,137,161
097194b362a04d9f8eb9ee,Amy Robinson,29,2017-04-13,3.09,19,286,68,64
b6806bf9dfed41f598d53e,Alice Miller,32,2019-03-05,4.08,31,6,161,211
b905e9b55f24488a814673,Quinn Wilson,33,2021-11-22,3.95,3,383,7,64
03ab403f8f5e45dba12de4,Sam Martinez,89,2018-03-05,3.57,158,334,2,235
b45bfdf48203420c83b816,Henry Martinez,37,2016-10-25,3.19,16,417,16,9
3634ced967f04acb991514,Amy Robinson,99,2016-11-26,3.01,183,137,51,177
0a29eeb9f58548c6bee408,Carol Miller,21,2011-05-19,3.87,72,198,10,179
1249ef603a3b413db86b1e,David Williams,21,2010-02-02,3.57,57,449,76,111
8e97e40ee01d4beba073aa,Bob Taylor,109,2010-07-18,3.42,195,33,4,206
d917c23219b5466b9737cc,Carol Miller,28,2020-11-07,4.98,144,245,151,113
556ab01be339471a9d5597,Derek Martinez,10,2019-06-24,3.84,109,241,30,196
9fb227ff42b9461db0a377,Claire Smith,44,2013-02-13,4.79,177,223,194,67
7b01a7bdd0554dedaeb1bd,Tina White,30,2015-01-30,3.53,150,216,171,170
d18c946eb6c74b5289438d,David Robinson,39,2015-10-20,4.07,127,373,138,226
cd12fc9ca7c34e40be88d8,Mia Clark,28,2012-12-17,3.86,64,98,159,289
07b39fd3b0624e13b5c76e,David Harris,56,2015-01-26,2.71,197,445,154,108
2cc6b7bfc26246ae8d20ac,David Robinson,14,2014-03-03,4.9,143,448,169,141
e2ebbc867e4e433a83df8a,Sam Jones,5,2018-05-02,3.81,189,89,111,142
cc63b74b1a0846c0aa401c,Grace Moore,7,2019-01-31,4.42,193,487,124,258
8ec67769a5754e10aa3475,Alice Smith,38,2011-03-08,3.37,109,131,93,288
ef6cb40bd5f84e89880f60,Brian Clark,30,2015-07-31,3.78,71,25,124,193
057de0248ee44453aba1c2,Quinn Robinson,93,2021-11-20,3.29,189,199,76,246
fbebff17c1f24e669c5d45,Tina Smith,23,2020-06-01,4.77,199,397,24,25
54ea080743c0477ba2b79a,Victor Smith,9,2019-07-09,4.12,24,422,186,227
3700be529d9d438c904437,Yvonne Moore,129,2018-10-24,4.16,127,322,139,243
fc7aadda40474ba7bd5293,Eve Miller,78,2010-01-19,4.85,120,405,140,214
fcdf4864bb9d4cefaf2bbd,Uma Garcia,52,2021-09-06,4.71,149,130,56,175
db1d1398be7e45c0915b55,Rachel Brown,70,2018-10-26,4.44,195,439,154,269
0405c223b9c549a7b53cc9,Brian Thompson,16,2020-08-27,2.9,50,317,103,196
12000c7b666f45228133d7,Mia Jackson,9,2020-11-24,3.41,195,66,15,253
12884b16648f4f1f8d6080,Claire Moore,12,2013-01-19,3.2,128,64,190,54
feb3165de77447bfaae3f1,Alice Williams,68,2010-03-02,4.41,16,133,198,199
05bd38be2e674488ae0b72,Sam Clark,46,2017-11-26,4.02,102,34,174,131
48baa83441014035abdfe7,Wendy White,3,2015-07-04,2.93,26,141,94,260
6f2012e5fc82404e930c19,Jack Taylor,35,2010-03-31,3.77,191,496,46,264
bef2d068ea2e4367a1c280,Bob Moore,10,2013-04-01,2.85,152,120,2,253
5d57930a500e4dccba3950,Sam Robinson,102,2021-11-20,3.86,180,318,147,64
b22c6469c6794a4e9f6907,Brian Garcia,48,2014-05-11,2.74,120,488,178,147
8ed5856c19e547289df226,Alice Garcia,34,2013-02-17,4.27,79,126,20,0
2e73176fe85c46648d81dc,Grace White,24,2017-11-06,4.16,85,348,136,293
b992daa9ae1941c9b9c7ba,Claire Martinez,6,2017-12-21,5.0,189,225,5,77
928f543439c94cbc951c4b,Tina Miller,38,2013-12-25,4.49,30,142,155,187
c7971493d2bd43acb7b455,Paul Martin,23,2020-03-08,3.6,176,475,5,146
e243a5f224be440ea6d067,Paul Taylor,56,2016-12-16,4.47,84,328,195,271
5bafd81f333b495cbf60b7,Mia Jackson,12,2011-12-04,2.92,118,219,34,246
fcada2a5f69849d2aadadc,Bob Clark,34,2013-11-24,3.23,133,406,80,233
7ac0d0a71ef74720ada3fd,David Clark,3,2020-03-02,4.13,16,450,138,192
c2ce8c8c775841f0ac400c,Bob Thomas,7,2011-01-27,2.39,29,390,169,35
fd5171501dd84ca8917639,Mia Jackson,6,2010-02-23,3.87,32,434,72,275
2f95d9dda2174d378343d4,Noah Martinez,13,2017-11-15,3.19,155,161,196,18
8f662531f07f48ecadbdab,Alice Clark,62,2015-04-20,3.97,15,172,3,136
ed6d717e38924c549e68e1,Uma Thompson,19,2013-01-12,3.15,122,116,94,113
0680dd91fbd246d698dbe3,Eve Jones,23,2015-08-30,4.2,21,348,197,117
3ed7bf73bef14e4f82e934,Leo Wilson,3,2012-03-15,3.91,153,401,54,293
09eddcb12e07437ca50f73,Xander Martinez,18,2014-06-27,4.88,195,330,106,69
57361835cb994d29ba9f87,Mia Thompson,20,2012-10-21,3.9,82,299,88,173
f5059b41598c4948a24ccc,Bob Martin,12,2017-01-12,3.36,42,385,78,65
7c717e65c7594a68852108,Carol Harris,33,2018-01-29,3.73,88,90,153,273
2868f7867c65456bbc9ed0,Leo Taylor,21,2020-12-21,2.96,138,182,103,220
146a13a8c23344f3be7de8,Irene Taylor,5,2010-10-24,4.18,145,353,142,124
ee2e67ef4b29498b8e2521,Amy Garcia,28,2013-12-03,4.31,127,26,103,24
b3d2f5fa9e044d66a7288c,Karen Miller,21,2013-03-04,5.0,116,455,199,45
b713896a03dd4b1b9f60c2,Paul Harris,12,2016-12-12,3.46,126,85,94,72
87f460f7f45b496d8caddc,Frank Martin,3,2016-05-24,3.71,43,393,159,121
811dba428dbf47a192b456,Claire Garcia,16,2020-07-10,3.5,41,308,122,265
3cc9e1db9d734b2bb74513,Quinn Wilson,74,2021-01-08,4.05,186,423,160,35
c7d3e02fbe4f44a085bc35,Jack Martin,55,2019-04-09,4.17,115,387,177,173
f1a09dd9db0b4731b0162c,Noah Williams,26,2012-05-21,3.86,172,257,45,104
58656a83c6b04ff18eb7eb,Uma Williams,6,2010-06-28,4.66,125,378,60,13
7d492e8c340d416a8c0e7e,Derek Taylor,45,2020-10-13,3.47,91,173,60,185
26fc7bc5c9e241f7881619,Karen Jones,52,2021-04-22,4.59,114,291,97,211
46dd6b7ce78c4020a01fe0,Frank Robinson,3,2013-01-01,4.28,138,457,98,287
23c62908634147cea3a1c9,Quinn Robinson,79,2010-07-24,3.89,37,42,0,152
89f70d572ac54d6895304f,Claire Smith,83,2018-03-01,3.68,92,177,179,97
f687ad9da60140159a9aff,Leo Garcia,7,2017-01-22,5.0,144,8,171,256
132725fc32a5493c9f38cc,Olivia Thomas,13,2020-08-29,3.33,17,267,120,74
7443ad99c0924b54995dfc,Rachel Martin,3,2016-11-25,4.11,14,391,61,204
2595aa7732094a178f7ae1,Claire Martinez,49,2019-02-13,3.37,32,19,165,283
0c0fa82041684680861cc2,Sam Jackson,22,2019-06-07,5.0,118,274,54,1
6c901a5ee92944e1bfcc66,Karen Williams,37,2010-02-12,4.52,47,207,61,277
70c14fa547604a60887b6d,Victor Smith,32,2011-10-13,3.43,87,391,199,61
2417d6431a75468fa24248,Uma Anderson,41,2019-05-10,4.26,26,110,184,144
92ed3227490646ddba0e51,Xander Robinson,18,2012-02-25,4.08,50,81,116,77
8ded719e07bd4bcabaff05,Quinn Jackson,8,2012-06-21,3.54,3,47,33,43
ff95299ddfc34126868615,Olivia Moore,17,2019-01-08,4.43,161,203,24,210
ae033cf35c3a45a982153a,Carol Smith,5,2012-06-14,4.17,93,243,192,144
c520d35d170f41f3883eb0,Victor Robinson,126,2011-10-17,4.05,35,459,53,152
018bce5a7d7742ecaad4fa,Bob Wilson,16,2010-03-01,3.87,105,232,136,145
b365f107806e43538b0e59,Sam Martin,9,2015-08-19,4.2,186,85,70,224
0bfc337a838d42fdab8eb9,Wendy Harris,13,2017-08-21,4.06,164,349,99,289
f2e0ad6553e7435fa5ca54,Carol Miller,14,2018-10-10,3.94,176,30,197,153
b8fc62e35f9c47479de8c1,Olivia Jones,21,2020-11-10,3.45,81,172,118,46
2c2af00036bd40cc8c53b5,Karen Moore,21,2017-10-23,5.0,72,326,86,98
6ea2c62b74ae4d768bba32,Derek Wilson,10,2019-01-27,3.16,63,126,83,148
03a9dd711dec4b479906a3,Derek Martin,21,2012-07-11,4.2,61,297,46,31
6cff573b611c49afafa0f9,Uma Garcia,122,2014-01-31,3.68,183,226,111,68
0e90fb215a2143c1bb4593,Zach Davis,3,2013-08-24,5.0,27,476,113,60
241cb0eb54734581ad35ae,Mia Thomas,6,2010-10-12,3.27,170,143,19,291
aef2746c7c7448e4a1050a,Derek Smith,107,2021-08-15,3.39,183,453,80,120
e82c83c2315049b3a27de2,Olivia Davis,51,2012-11-22,3.22,168,312,128,263
554d721448cc4fab806f41,Grace Thompson,102,2015-05-20,4.13,125,374,10,165
5bb9a9329ea34f64ac72cb,Grace Thompson,37,2014-04-13,2.94,171,84,195,151
91c597e7666141b983ce7f,Derek Thompson,62,2010-07-14,3.57,6,9,172,281
ca5e0c10537a4f0a950bf7,Frank Williams,3,2020-10-31,2.39,163,365,127,207
d24a48b58fcf49d8b4bb51,Noah Jackson,59,2012-08-19,4.07,102,240,3,71
f137fe79ec3449f49d3e03,Xander Taylor,24,2011-03-16,3.55,191,154,103,84
d7927e92ebdd4d579b1a97,Frank Clark,65,2014-02-08,2.86,17,448,179,199
31077d7a6f0843319d7c84,Brian Harris,28,2011-09-22,4.66,186,163,4,0
24f12c169e514e1ca2b249,Uma Robinson,3,2021-12-26,2.98,114,216,158,45
de26d96f1e3a4e06a9afa8,Olivia Williams,11,2012-04-07,4.46,20,362,167,22
dacb5aa2811f4c7a8844ca,Sam Anderson,6,2013-08-18,3.41,101,481,15,214
4d37ed0bcaa141afaace3f,Xander Thompson,41,2013-04-02,5.0,7,449,46,132
725a79dcb4a0463ca372a5,Olivia Moore,33,2010-04-26,4.42,16,326,144,3
67d0c189c0ad46dd9bd9a9,Mia White,10,2010-02-26,3.19,106,55,182,222
d70c72027c2142a4ad4fdc,Tina Thomas,16,2016-02-25,3.26,163,54,154,196
a7906a1005a542aa8268d2,Paul Clark,7,2012-10-16,4.32,21,346,105,215
cebde3b775264e329fd5b9,Henry Brown,6,2011-01-02,3.72,52,254,120,48
cd59a780aea748ad84178a,Xander Robinson,3,2013-06-30,3.78,78,66,104,262
3e031469b00047608f7953,Sam Taylor,22,2013-04-15,4.79,108,347,115,54
8a5943be17d047b2a236a5,Karen Anderson,9,2015-02-01,3.38,0,471,154,171
3740de0f5f884af7b81c67,Bob Thomas,18,2021-11-25,3.96,127,32,9,167
958d80055421457ca69693,Irene Miller,25,2013-09-06,4.57,99,412,41,65
1814fce3ea344605adaa30,Quinn Clark,26,2018-06-14,4.47,192,172,11,112
edb5631f953a46b5a396ff,Grace Robinson,7,2019-03-20,3.79,60,198,159,15
09390528543d461594b3b4,Paul Clark,10,2010-08-10,3.7,98,358,145,141
432b46ae90624c0494e8d2,Leo Clark,3,2016-01-05,2.68,16,123,10,203
ab537cee201f47be81edfd,Tina Harris,16,2015-05-20,3.16,183,78,21,92
801fd12ff9ee4e0e8223c1,Quinn Anderson,41,2016-02-02,4.12,166,481,52,161
101ce8207ed0463ea5989e,Paul Martinez,3,2012-01-22,3.8,70,174,48,286
2329bb3ba42f486c96b563,Xander Smith,54,2015-07-30,3.95,92,84,103,70
d43fec4153c4430ca0f75b,Uma Garcia,68,2011-06-23,4.63,171,344,99,87
109c0a00d2a94c19a8d755,Wendy Anderson,25,2021-05-05,3.07,59,108,71,35
07496118d91341e1b2f139,Karen Harris,54,2017-01-15,3.73,47,387,32,162
5bf9020ae69c40f6a60c8a,Tina Moore,18,2010-06-01,4.03,48,35,129,61
02a096a3422348efa3a479,Mia Moore,9,2016-01-24,3.41,141,259,157,256
d4ddb12a36ba4e3ab86944,Bob Smith,3,2021-02-09,4.9,42,201,128,87
e47fa2c2c1414c29969c8e,Carol Taylor,3,2018-11-28,4.54,17,478,161,199
3bf3367808ee49b3ad8862,Paul Taylor,55,2013-04-10,4.1,33,260,182,56
cd64519408ec4b46b04922,Claire Davis,82,2020-09-13,5.0,197,462,168,96
dbdd1d4fdc0140429d1e3a,Leo Davis,23,2012-03-23,2.85,174,124,130,51
ded11f9246594d56930bb8,Irene Jackson,66,2012-12-16,3.89,190,236,9,165
ec1db11b73ae40d68dff32,Jack Wilson,30,2011-11-10,4.16,55,406,66,8
9a8e9a8038a74ac2988b42,Uma Garcia,50,2021-01-25,3.26,88,80,85,24
e739b779034d4e0b984eda,Grace Williams,28,2018-08-07,4.11,98,463,142,150
4956d4f3b37f416cbf9c02,Henry Jackson,27,2016-03-18,3.13,104,386,169,163
bd532a8a5f8941f58746a1,Claire Brown,12,2018-01-04,4.38,5,338,128,98
2accd070c52744adaef903,Bob Thomas,28,2013-02-07,4.64,119,121,72,129
0eaf8f0549144d7ab93a40,Derek Jackson,9,2010-11-06,4.09,7,409,157,124
028683e0117d484e8a256d,Brian White,3,2020-02-22,2.6,55,421,139,227
